nsf_proposal_links_v1,researcher_name,goodness
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Cole, Casey",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Coman, Paul",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Crichigno, Jorge",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Cui, Taixing",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"De Backer, Wout",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Deng, Xiaomin ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Devereux, Emily",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Dillon, Anthony L",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Dougal, Roger A.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Downey, Austin",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Dryer, Frederick  L. ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Eastman, Caroline M. ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Eberth, John F.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Ebner, Armin D.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Eslambolchi Moghadam, Sara",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Fan, Daping",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Farkas, Csilla ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Farouk, Tanvir   I.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Fenner, Stephen A. ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Fiedler, Kirk",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Flora, Joseph",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gadala-Maria, Francis",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gassman, Sarah",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gatzke, Edward P.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gerdes, Jr., John H.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gholizadeh, Sona",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gibbons, Joseph H.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Ginn, Herbert L.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Giurgiutiu (Jurjutzu), Victor",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Glenn Jr., Odell",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Goharian, Erfan",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gower, R. Michael",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gray, Joshua",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gross, Andrew J.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gumina, Sharon",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Gürdal, Zafer ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Haj-Hariri, Hossein ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Harik, Ramy",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Henrich, Silke",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Heyden, Andreas",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Hikmet, Neset",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Hoque, Shamia",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Hu, Jianjun",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Hu, Ming",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Huang, Chin-Tser",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Huang, Kevin ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Huang, Xinyu ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Huhns, Michael N.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Humphries, Wilfred Kenneth",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Huray, Paul G.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Huynh, Nathan",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Imran, Jasim",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Jabbari, Esmaiel",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Jabbarzadeh, Ehsan",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Jalilvand, Golareh",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Jamshidi, Pooyan ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Kanapala, Neema ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Karakalos, Stavros G.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Karakchi, Rasha",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Khan, Asif",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Khan, Jamil   A.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Kidane, Addis ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Knight, Travis W.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Koppel, Tarmo",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Lauterbach, Jochen",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Lee, Dongkyu",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Lessner , Susan M.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Lewis, Jeremy ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Li, Chen ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Liu, Chang",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Loiselle, Val",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Luo, Lannan ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Lyons, Jed ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Mandal, Krishna",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Matolak, David",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Matta, Fabio",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Matthews, Catherine",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Matthews, Manton M",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Matthews, Michael A.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"McAnally, A. Steve",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"McCants, Dale ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"McNeill, Stephen ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Meekins, Benjamin H.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Mobli, Mostafa",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Monnier, John R.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Morehouse, Jeff ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Moss, Melissa Ann",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Mullen, Robert L",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Mustain, William E",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Nelakuditi, Srihari",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Nezhad, Cyrus Riahi",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"O'Kane, Jason",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"O'Reilly, James",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Ortiz-Hernandez, Ivelisse",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Pain, Christopher C.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Patel, Chandrashekhar",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Paul, Titan C.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Peters, Wally ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Plante, Portia",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Popov, Branko N.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Potts, Jay",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Qian, Yu",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Ranson, Bill ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Regalbuto, John R.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Regan, Elizabeth A.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Reifsnider, Kenneth ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Rekleitis, Ioannis",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Reynolds, Tony ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Rhodes, Curtis ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Ritter, James A.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Rizos, Dimitris",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Roberts, Elwyn",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Roberts, Kenneth L",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Rocheleau, David ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Rose, John R. ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sabalowsky, Andrew",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sadati, Monirosadat (Sanaz)",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sahin, Alphan ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Santi, Enrico",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sasanakul, Inthuorn",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Schooley, Benjamin",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Shazly, Tarek ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Shepherd, Jeremiah",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sheth, Amit",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Shimpalee, Sirivatch",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Simin, Grigory",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Smoak, Wilson",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sockalingam, Subramani ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Spinale, Frank G.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Srivastava, Biplav",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Stanford, Thomas G.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Stiffler, Nick",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sudarshan, Tangali S.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Summers, Bill ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sur, Sanjib ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Sutton, Michael",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Taheri-Qazvini, Nader ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Tan, Wenbin",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Tang, Chuanbing",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Tang, Jijun",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Thatcher, Matt E. ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Tong, Yan",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Tooren, Michel  van",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Uline, Mark J.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Valafar, Homayoun",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Valtorta, Marco",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Van Brunt, Vincent",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Vargas, Juan",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Vidal, Jose M. ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Viparelli, Enrica",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Vitzilaios, Nikolaos (Nikos)",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Vogt, Thomas",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wang, Guiren",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wang, Guoan",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wang, Song",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wang, Xiaofeng",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wang, Yi",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wei, Xiaojun",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wells, James R.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"White, Ralph E.",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Williams, Christopher",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Won, Sang Hee",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Wu, Dezhi",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Xu, Songhua",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Xue, Xingjian (Chris) ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Yoon, Yeomin",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Yu, Lingyu ",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Yuan, Lang",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Zand, Ramtin",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Zhang, Bin",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Zhang, Qi",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Zhou, Caizhi",0.4
https://www.nsf.gov/pubs/2021/nsf21598/nsf21598.htm,"Ziehl, Paul",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Agostinelli, Forest",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Ahmad, Iftikhar",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Alexeev, Oleg S.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Ali, Mohammod",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Ammal, Salai C.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Bakos, Jason D. ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Banerjee, Sourav ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Bayat, Mahmoud",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Bayoumi, Abdel-Moez E. ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Benigni, Andrea",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Berge, Nicole D.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Besmann, Theodore  M.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Bischoff, Jeff ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Blanchette, James  Otto",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Boltin, Nicholas D.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Booth, Kristen",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Brookshire, Robert G., Ph.D.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Broughton, Earnie",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Buell, Duncan A.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Caicedo, Juan",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Carrilho, Leo ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Carver, Wayne",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Chandrashekhar, MVS",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Chao, Yuh J. ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Chaudhry, Hanif",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Chen, Fanglin (Frank)",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Chen, Yinchao",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Chen, Yuche",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Cheng, Xu",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Cole, Casey",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Coman, Paul",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Crichigno, Jorge",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Cui, Taixing",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"De Backer, Wout",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Deng, Xiaomin ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Devereux, Emily",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Dillon, Anthony L",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Dougal, Roger A.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Downey, Austin",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Dryer, Frederick  L. ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Eastman, Caroline M. ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Eberth, John F.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Ebner, Armin D.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Eslambolchi Moghadam, Sara",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Fan, Daping",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Farkas, Csilla ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Farouk, Tanvir   I.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Fenner, Stephen A. ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Fiedler, Kirk",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Flora, Joseph",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gadala-Maria, Francis",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gassman, Sarah",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gatzke, Edward P.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gerdes, Jr., John H.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gholizadeh, Sona",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gibbons, Joseph H.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Ginn, Herbert L.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Giurgiutiu (Jurjutzu), Victor",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Glenn Jr., Odell",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Goharian, Erfan",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gower, R. Michael",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gray, Joshua",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gross, Andrew J.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gumina, Sharon",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Gürdal, Zafer ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Haj-Hariri, Hossein ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Harik, Ramy",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Henrich, Silke",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Heyden, Andreas",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Hikmet, Neset",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Hoque, Shamia",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Hu, Jianjun",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Hu, Ming",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Huang, Chin-Tser",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Huang, Kevin ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Huang, Xinyu ",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Huhns, Michael N.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Humphries, Wilfred Kenneth",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Huray, Paul G.",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Huynh, Nathan",0.4
https://www.nsf.gov/pubs/2021/nsf21527/nsf21527.htm,"Imran, Jasim",0.4
