nsf_proposal_links_v0,researcher,pseudo_skills
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Pranita P Sarangi,"['area', 'institute', 'procedure']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Pravindra Kumar,"['application', 'area', 'department', 'development', 'solution', 'system']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Prince Tiwari,"['application', 'area', 'department', 'efficiency', 'institute', 'system']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,R. P. Singh,"['application', 'area', 'department', 'development', 'faculty member', 'field', 'form', 'institute']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Ramasare Prasad,"['application', 'area', 'country', 'department', 'development', 'institute', 'procedure', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Ranjana Pathania,"['application', 'department', 'development', 'efficiency', 'faculty member', 'institute', 'member', 'procedure', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Sanjoy Ghosh,"['application', 'country', 'department', 'field', 'procedure', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Saugata Hazra,"['department', 'development', 'field', 'procedure', 'system']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Shailly Tomar,"['application', 'department', 'development', 'procedure', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Shri Ram Yadav,"['application', 'department', 'form', 'institute', 'procedure', 'system']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Soma Rohatgi,"['application', 'area', 'development', 'efficiency']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Sachin Suresh Tiwari,"['application', 'area', 'country', 'department', 'efficiency', 'form', 'india', 'procedure', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Jitin Singla,"['application', 'area', 'faculty member', 'member', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Rajesh Kumar,"['application', 'area', 'department', 'development', 'efficiency', 'field', 'india', 'institute', 'procedure', 'solution']"
v0_053_joint_call_for_project_proposals_2018___indo_danish_research_and_innovation_cooperation_in_the_areas_of_renewable_energy,Akhil Upadhyay,"['country', 'department', 'efficiency', 'faculty member', 'member', 'procedure', 'solution']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Arindam Biswas,"['algae', 'challenge', 'country', 'department', 'design', 'development', 'india', 'material', 'opportunity', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Avlokita Agrawal,"['country', 'department', 'development', 'india', 'process', 'study', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Gaurav Raheja,"['algae', 'challenge', 'department', 'design', 'development', 'india', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Harshit Sosan Lakra,[]
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Mahua Mukherjee,"['department', 'design', 'development', 'india', 'material', 'opportunity', 'process', 'study', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Prabhjot Singh Chani,"['algae', 'challenge', 'country', 'department', 'development', 'india', 'member']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,E Rajasekar,"['country', 'design', 'material']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Ram Sateesh Pasupuleti,"['challenge', 'material', 'member', 'opportunity', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Saptarshi Kolay,"['challenge', 'design', 'development', 'material', 'opportunity', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Shubhajit Sadhukhan,"['country', 'department', 'development', 'letter', 'material', 'member', 'opportunity', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Smriti Saraswat,"['department', 'development', 'india', 'letter', 'member', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Sonal Atreya,"['challenge', 'country', 'letter', 'material', 'member', 'process', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Tina Pujara,"['design', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Uttam Kumar Roy,"['department', 'design', 'material', 'opportunity', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,V Devadas,"['algae', 'department', 'design', 'development', 'opportunity', 'study', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Jaydev Dabas,"['algae', 'design', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Millie Pant,"['department', 'development', 'material', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Rajan Arora,"['country', 'department', 'letter', 'member']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Ashwani Kumar Sharma,"['department', 'design', 'development', 'india', 'letter', 'material', 'process', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Bijan Choudhury,"['department', 'design', 'development', 'india', 'material', 'opportunity']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Debabrata Sircar,"['country', 'material', 'opportunity', 'process', 'study', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Deepak Sharma,"['challenge', 'country', 'department', 'material', 'member', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,P Gopinath,"['challenge', 'department', 'development', 'material', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Harsh Chauhan,"['country', 'department', 'development', 'india', 'opportunity', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Srinivas Kiran Ambatipudi,[]
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Krishna Mohan Poluri,"['department', 'design', 'development', 'material', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Maya S.Nair,"['algae', 'challenge', 'country', 'opportunity', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,N K Navani,"['algae', 'department', 'development', 'material', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Partha Roy,"['algae', 'challenge', 'department', 'design', 'development']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Poonam Choudhary,"['algae', 'challenge', 'department', 'design', 'letter', 'material', 'opportunity', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Prabhat Kumar Mandal,"['challenge', 'department', 'development', 'process', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Pranita P Sarangi,"['algae', 'material', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Pravindra Kumar,"['algae', 'department', 'development', 'letter', 'study', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Prince Tiwari,"['algae', 'challenge', 'department', 'design', 'material', 'process', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,R. P. Singh,"['department', 'design', 'development', 'letter', 'material', 'opportunity']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Ramasare Prasad,"['country', 'department', 'development', 'material', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Ranjana Pathania,"['algae', 'department', 'design', 'development', 'letter', 'material', 'member']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Sanjoy Ghosh,"['algae', 'challenge', 'country', 'department', 'material', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Saugata Hazra,"['department', 'design', 'development', 'material', 'opportunity', 'study', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Shailly Tomar,"['department', 'development', 'letter', 'material', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Shri Ram Yadav,"['algae', 'department', 'system']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Soma Rohatgi,"['algae', 'development', 'material']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Sachin Suresh Tiwari,"['algae', 'challenge', 'country', 'department', 'india', 'opportunity', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Jitin Singla,"['algae', 'letter', 'member', 'process']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Rajesh Kumar,"['algae', 'department', 'design', 'development', 'india', 'material', 'process', 'study']"
v0_054_funding_opportunity_announcement_foa_in_converting_sunlight_to_storable_fuels_energyrich_chemicals_and_biochemicals_ic5,Akhil Upadhyay,"['algae', 'challenge', 'country', 'department', 'design', 'letter', 'member', 'process', 'study']"
v0_055_india_belarus_joint_call_for_proposals,Arindam Biswas,"['application', 'area', 'country', 'department', 'environment', 'india', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Avlokita Agrawal,"['application', 'country', 'department', 'environment', 'india', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Gaurav Raheja,"['application', 'area', 'department', 'environment', 'india']"
v0_055_india_belarus_joint_call_for_proposals,Harshit Sosan Lakra,[]
v0_055_india_belarus_joint_call_for_proposals,Mahua Mukherjee,"['application', 'department', 'environment', 'india', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Prabhjot Singh Chani,"['application', 'country', 'department', 'environment', 'india']"
v0_055_india_belarus_joint_call_for_proposals,E Rajasekar,"['area', 'country', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Ram Sateesh Pasupuleti,"['application', 'area', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Saptarshi Kolay,"['application', 'area', 'form', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Shubhajit Sadhukhan,"['application', 'area', 'country', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Smriti Saraswat,"['application', 'department', 'environment', 'india']"
v0_055_india_belarus_joint_call_for_proposals,Sonal Atreya,"['application', 'area', 'country', 'form', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Tina Pujara,"['application', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Uttam Kumar Roy,"['application', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,V Devadas,"['application', 'area', 'department', 'environment', 'form', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Jaydev Dabas,"['application', 'area', 'form']"
v0_055_india_belarus_joint_call_for_proposals,Millie Pant,"['application', 'area', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Rajan Arora,"['application', 'country', 'department', 'environment', 'form']"
v0_055_india_belarus_joint_call_for_proposals,Ashwani Kumar Sharma,"['area', 'department', 'environment', 'india', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Bijan Choudhury,"['application', 'area', 'department', 'environment', 'india', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Debabrata Sircar,"['application', 'country', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Deepak Sharma,"['application', 'area', 'country', 'department', 'material']"
v0_055_india_belarus_joint_call_for_proposals,P Gopinath,"['application', 'department', 'environment', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Harsh Chauhan,"['application', 'area', 'country', 'department', 'environment', 'india']"
v0_055_india_belarus_joint_call_for_proposals,Srinivas Kiran Ambatipudi,[]
v0_055_india_belarus_joint_call_for_proposals,Krishna Mohan Poluri,"['area', 'department', 'environment', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Maya S.Nair,"['application', 'country', 'form']"
v0_055_india_belarus_joint_call_for_proposals,N K Navani,"['department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Partha Roy,"['application', 'area', 'department', 'environment']"
v0_055_india_belarus_joint_call_for_proposals,Poonam Choudhary,"['application', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Prabhat Kumar Mandal,"['application', 'department', 'environment', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Pranita P Sarangi,"['area', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Pravindra Kumar,"['application', 'area', 'department', 'environment', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Prince Tiwari,"['application', 'area', 'department', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,R. P. Singh,"['application', 'area', 'department', 'form', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Ramasare Prasad,"['application', 'area', 'country', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Ranjana Pathania,"['application', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Sanjoy Ghosh,"['application', 'country', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Saugata Hazra,"['department', 'environment', 'material', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Shailly Tomar,"['application', 'department', 'environment', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Shri Ram Yadav,"['application', 'department', 'form', 'system']"
v0_055_india_belarus_joint_call_for_proposals,Soma Rohatgi,"['application', 'area', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Sachin Suresh Tiwari,"['application', 'area', 'country', 'department', 'form', 'india']"
v0_055_india_belarus_joint_call_for_proposals,Jitin Singla,"['application', 'area']"
v0_055_india_belarus_joint_call_for_proposals,Rajesh Kumar,"['application', 'area', 'department', 'environment', 'india', 'material']"
v0_055_india_belarus_joint_call_for_proposals,Akhil Upadhyay,"['country', 'department', 'environment']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Arindam Biswas,"['area', 'department', 'india', 'opportunity', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Avlokita Agrawal,"['department', 'india', 'solution', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Gaurav Raheja,"['area', 'department', 'india', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Harshit Sosan Lakra,[]
v0_056_call_for_enrollment_of_desalination_solution_providers,Mahua Mukherjee,"['department', 'india', 'opportunity', 'solution', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Prabhjot Singh Chani,"['department', 'india', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,E Rajasekar,"['area', 'solution', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Ram Sateesh Pasupuleti,"['area', 'opportunity', 'solution', 'system', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Saptarshi Kolay,"['area', 'opportunity', 'use', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Shubhajit Sadhukhan,"['area', 'department', 'opportunity', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Smriti Saraswat,"['department', 'india', 'solution', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Sonal Atreya,"['area', 'solution', 'system', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Tina Pujara,"['solution', 'system', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Uttam Kumar Roy,"['department', 'opportunity']"
v0_056_call_for_enrollment_of_desalination_solution_providers,V Devadas,"['area', 'department', 'opportunity', 'solution', 'system', 'use', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Jaydev Dabas,"['area', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Millie Pant,"['area', 'department']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Rajan Arora,"['department', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Ashwani Kumar Sharma,"['area', 'department', 'india', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Bijan Choudhury,"['area', 'department', 'india', 'opportunity', 'solution', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Debabrata Sircar,"['opportunity', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Deepak Sharma,"['area', 'department', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,P Gopinath,"['department', 'system', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Harsh Chauhan,"['area', 'department', 'india', 'opportunity', 'use', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Srinivas Kiran Ambatipudi,[]
v0_056_call_for_enrollment_of_desalination_solution_providers,Krishna Mohan Poluri,"['area', 'department', 'system', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Maya S.Nair,['opportunity']
v0_056_call_for_enrollment_of_desalination_solution_providers,N K Navani,"['department', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Partha Roy,"['area', 'department', 'solution', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Poonam Choudhary,"['department', 'opportunity', 'solution', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Prabhat Kumar Mandal,"['department', 'solution', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Pranita P Sarangi,"['area', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Pravindra Kumar,"['area', 'department', 'solution', 'system', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Prince Tiwari,"['area', 'department', 'system', 'use']"
v0_056_call_for_enrollment_of_desalination_solution_providers,R. P. Singh,"['area', 'department', 'opportunity', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Ramasare Prasad,"['area', 'department', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Ranjana Pathania,"['department', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Sanjoy Ghosh,"['department', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Saugata Hazra,"['department', 'opportunity', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Shailly Tomar,"['department', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Shri Ram Yadav,"['department', 'system']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Soma Rohatgi,['area']
v0_056_call_for_enrollment_of_desalination_solution_providers,Sachin Suresh Tiwari,"['area', 'department', 'india', 'opportunity', 'solution', 'use', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Jitin Singla,"['area', 'solution']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Rajesh Kumar,"['area', 'department', 'india', 'solution', 'year']"
v0_056_call_for_enrollment_of_desalination_solution_providers,Akhil Upadhyay,"['department', 'solution']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Arindam Biswas,"['application', 'area', 'department', 'fundamental', 'india', 'machine learning', 'material', 'polymer', 'resource', 'support', 'synthesis']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Avlokita Agrawal,"['application', 'department', 'fundamental', 'global warming', 'india', 'machine learning', 'polymer', 'process', 'resource', 'support', 'synthesis', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Gaurav Raheja,"['application', 'area', 'department', 'global warming', 'india', 'polymer', 'resource', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Harshit Sosan Lakra,[]
v0_057_india_japan_cooperative_science_programme_ijcsp,Mahua Mukherjee,"['application', 'department', 'fundamental', 'global warming', 'india', 'machine learning', 'material', 'polymer', 'process', 'support', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Prabhjot Singh Chani,"['application', 'department', 'india', 'machine learning', 'polymer', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,E Rajasekar,"['area', 'material', 'polymer', 'resource', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Ram Sateesh Pasupuleti,"['application', 'area', 'material', 'support', 'synthesis', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Saptarshi Kolay,"['application', 'area', 'machine learning', 'material', 'polymer', 'process', 'resource', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Shubhajit Sadhukhan,"['application', 'area', 'department', 'fundamental', 'material', 'polymer', 'process', 'resource', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Smriti Saraswat,"['application', 'department', 'fundamental', 'india', 'process', 'resource']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Sonal Atreya,"['application', 'area', 'machine learning', 'material', 'polymer', 'process', 'resource', 'support', 'synthesis', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Tina Pujara,"['application', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Uttam Kumar Roy,"['application', 'department', 'fundamental', 'material', 'polymer', 'process', 'resource', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,V Devadas,"['application', 'area', 'department', 'machine learning', 'resource', 'synthesis', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Jaydev Dabas,"['application', 'area', 'fundamental', 'polymer', 'process', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Millie Pant,"['application', 'area', 'department', 'fundamental', 'global warming', 'material', 'polymer', 'process', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Rajan Arora,"['application', 'department', 'polymer', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Ashwani Kumar Sharma,"['area', 'department', 'fundamental', 'global warming', 'india', 'material', 'process', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Bijan Choudhury,"['application', 'area', 'department', 'fundamental', 'india', 'material', 'synthesis']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Debabrata Sircar,"['application', 'global warming', 'machine learning', 'material', 'polymer', 'process', 'resource', 'support', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Deepak Sharma,"['application', 'area', 'department', 'machine learning', 'material', 'process', 'resource', 'synthesis']"
v0_057_india_japan_cooperative_science_programme_ijcsp,P Gopinath,"['application', 'department', 'material', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Harsh Chauhan,"['application', 'area', 'department', 'fundamental', 'india', 'machine learning', 'polymer', 'process', 'support', 'synthesis']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Srinivas Kiran Ambatipudi,[]
v0_057_india_japan_cooperative_science_programme_ijcsp,Krishna Mohan Poluri,"['area', 'department', 'fundamental', 'material', 'polymer', 'resource', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Maya S.Nair,"['application', 'polymer', 'process', 'resource', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,N K Navani,"['department', 'fundamental', 'material', 'polymer', 'process', 'support', 'synthesis']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Partha Roy,"['application', 'area', 'department', 'fundamental', 'machine learning', 'polymer', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Poonam Choudhary,"['application', 'department', 'fundamental', 'material', 'process', 'resource']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Prabhat Kumar Mandal,"['application', 'department', 'fundamental', 'global warming', 'process', 'resource', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Pranita P Sarangi,"['area', 'material', 'polymer', 'process', 'resource']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Pravindra Kumar,"['application', 'area', 'department', 'fundamental', 'global warming', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Prince Tiwari,"['application', 'area', 'department', 'global warming', 'machine learning', 'material', 'polymer', 'process', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,R. P. Singh,"['application', 'area', 'department', 'fundamental', 'machine learning', 'material', 'support']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Ramasare Prasad,"['application', 'area', 'department', 'material', 'process']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Ranjana Pathania,"['application', 'department', 'global warming', 'machine learning', 'material']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Sanjoy Ghosh,"['application', 'department', 'fundamental', 'machine learning', 'material', 'process']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Saugata Hazra,"['department', 'fundamental', 'global warming', 'material', 'resource', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Shailly Tomar,"['application', 'department', 'fundamental', 'global warming', 'material', 'polymer', 'process', 'resource']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Shri Ram Yadav,"['application', 'department', 'synthesis', 'system']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Soma Rohatgi,"['application', 'area', 'global warming', 'material', 'resource']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Sachin Suresh Tiwari,"['application', 'area', 'department', 'india', 'machine learning', 'polymer', 'process', 'resource']"
v0_057_india_japan_cooperative_science_programme_ijcsp,Jitin Singla,"['application', 'area', 'fundamental', 'machine learning', 'process', 'support']"
